257.0,258.0,259.0,260.0,261.0,262.0,263.0,264.0,265.0,266.0,267.0,268.0,269.0,270.0,271.0,272.0,273.0,274.0,275.0,276.0,277.0,278.0,279.0,280.0,281.0,282.0,283.0,284.0,285.0,286.0,287.0,288.0,289.0,290.0,291.0,292.0,293.0,294.0,295.0,296.0,297.0,298.0,299.0,300.0,301.0,302.0,303.0,304.0,305.0,306.0,307.0,308.0,309.0,310.0,311.0,312.0,313.0,314.0,315.0,316.0,317.0,318.0,319.0,320.0,321.0,322.0,323.0,324.0,325.0,326.0,327.0,328.0,329.0,330.0,331.0,332.0,333.0,334.0,335.0,336.0,337.0,338.0,339.0,340.0,341.0,342.0,343.0,344.0,345.0,346.0,347.0,348.0,349.0,350.0,351.0,352.0,353.0,354.0,355.0,356.0,357.0,358.0,359.0
23.0,31.0,57.0,51.0,24.0,24.0,25.0,58.0,52.0,23.0,24.0,36.0,58.0,47.0,23.0,26.0,31.0,51.0,54.0,23.0,27.0,25.0,40.0,51.0,33.0,25.0,23.0,39.0,58.0,54.0,22.0,24.0,24.0,39.0,58.0,31.0,23.0,24.0,24.0,23.0,47.0,54.0,23.0,23.0,23.0,45.0,60.0,27.0,22.0,23.0,56.0,38.0,22.0,23.0,39.0,60.0,56.0,22.0,22.0,45.0,62.0,55.0,21.0,21.0,23.0,59.0,60.0,21.0,21.0,23.0,36.0,46.0,46.0,24.0,25.0,59.0,52.0,56.0,52.0,41.0,22.0,40.0,25.0,22.0,27.0,29.0,45.0,23.0,27.0,23.0,31.0,44.0,52.0,32.0,48.0,43.0,34.0,34.0,39.0,55.0,60.0,47.0,41.0
