0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0
60.0,68.0,68.0,60.0,64.0,59.0,60.0,62.0,60.0,68.0,69.0,67.0,62.0,65.0,70.0,69.0,57.0,66.0,58.0
